Ticker,Summary,Label,Confidence,URL
BNB,Volmex Labs announces launch of Volmex Indicators. the first two Volmex Indicators available are the Volmex Realized Volatility Indices. the Volmex Spot-Vol,POSITIVE,0.9516844153404236,https://finance.yahoo.com/news/volmex-labs-launches-volmex-indicators-192900397.html
BNB,"Litecoin was amongst the winners, while BNB was the biggest loser. the top 10 non-stablecoin cryptocurrencies by market capitalization were mixed. Litecoin gained 1.91% to",NEGATIVE,0.9913572072982788,https://finance.yahoo.com/news/bitcoin-ether-litecoin-rise-bnb-050516676.html
BNB,"jasmine monsegue, also known as the artist Spacebrat, released her first free NFT called “Gleam” through an open edition mint. a protocol called Holograph provided fans the capability to mint the",POSITIVE,0.925714373588562,https://finance.yahoo.com/news/first-free-spacebrat-nft-minted-235304691.html
BNB,"Valour Inc. (the ""Company"" or ""Valour"") announces its financial performance for the three months ended March 31, 2023. the company maintains a healthy cash balance at March 31, 2023 of $4.4",POSITIVE,0.9970721006393433,https://finance.yahoo.com/news/valour-inc-announces-q1-2023-113000761.html
BNB,"four meme coins have emerged as frontrunners. a new meme coin is poised to take center stage. the coin's future remains uncertain, but its recent performance has been remarkable.",POSITIVE,0.99967360496521,https://finance.yahoo.com/news/top-trending-meme-coins-buy-232933210.html
BNB,"Tenet, the first layer-1 blockchain to create a DeFi Ecosystem for Liquid Staking Derivatives (LSDs), has joined forces with ankr to increase adoption of LSDs across all blockchains",POSITIVE,0.9969643950462341,https://finance.yahoo.com/news/tenet-ankr-partner-bring-liquid-165000031.html
BNB,"space ID’s id token has nearly doubled in the past week on the back of strength in the largest cryptocurrencies. the token now has a market capitalization of $240 million, placing it among the top 200",POSITIVE,0.9709721207618713,https://finance.yahoo.com/news/space-id-tokens-wow-investors-105632420.html
BNB,"weekly decentralized exchange (DEX) trading volume on Binance’s BNB Chain has reached its highest level in a year, according to data from DefiLlama. the week commencing May 7 saw DE",POSITIVE,0.8016482591629028,https://finance.yahoo.com/news/weekly-dex-volume-bnb-chain-213959541.html
BNB,2023 - Privacy - Terms.,POSITIVE,0.8706645369529724,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BBNB%26tbm%3Dnws%26pccc%3D1
BNB,"Litecoin was the biggest gainer of the day, climbing 2.12% to US$87.26. Litecoin was the biggest gainer of the day, rising 7.65% in 24 hours to US$87.26",POSITIVE,0.9988852143287659,https://finance.yahoo.com/news/bitcoin-ether-push-higher-litecoin-114205786.html
BNB,the introduction of Sui (SUI) to Binance Launchpool demonstrates the exchange's commitment to supporting new projects and providing users with diverse investment opportunities. users will be able to stake their BNB and TUSD holdings,POSITIVE,0.9990932941436768,https://finance.yahoo.com/news/binance-launchpool-adds-sui-token-052333659.html
ETH,"Bitcoin (BTC) and Ethereum (ETH) entered the weekend with moderate losses. bitcoin is down 7.9% and trades for $26,817. even the news that the Principality of Liechtenstein will soon accept it as",NEGATIVE,0.9992706179618835,https://finance.yahoo.com/news/week-coins-bitcoin-ethereum-lead-184731749.html
ETH,newer coins like AiDoge and Ecoterra have stood out as some of the best-performing assets. the coin is currently trading at the top of a nine-month range but has recently made a lower low.,POSITIVE,0.9254136085510254,https://finance.yahoo.com/news/why-ethereum-falling-1k-traders-170836402.html
ETH,"Lido Finance (LDO) and Rocket Pool (RPL) led weekly market gains with 22.9% and 12.8% price surges. Ethereum's price lost 1.% in the last seven days, according to CoinGeck",NEGATIVE,0.9984893798828125,https://finance.yahoo.com/news/ethereum-staking-tokens-lido-rocket-100033748.html
ETH,pressure on zero-yield generating bank deposits is expected to continue. ether yields at peak rates are the obvious choice for investors. ethereum shares all that it makes with stakers and does not di,POSITIVE,0.9759160280227661,https://finance.yahoo.com/news/crypto-cycle-ether-yields-bernstein-080423370.html
ETH,2023 - Privacy - Terms.,POSITIVE,0.8706645369529724,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BETH%26tbm%3Dnws%26pccc%3D1
ETH,Ethereum developers are already moving full-steam ahead in planning the next major change that the blockchain will undergo. the name is a portmanteau of two simultaneous upgrades happening on the two main layers of the blockchain. the execution,NEGATIVE,0.8725215196609497,https://finance.yahoo.com/news/meet-dencun-ethereum-developers-already-175907205.html
ETH,"a technical issue caused the network to stop finalizing blocks for over an hour. the network had resumed finalizing blocks at press time, but this is the second time the chain has seen a hit to its performance in 24 hours",NEGATIVE,0.9973358511924744,https://finance.yahoo.com/news/ethereum-resumes-finalizing-blocks-second-193218000.html
